snapshot_id,scene_variant,geometry_seed_index,geometry_seed_value,measurement_seed_index,measurement_seed_value,repeat_index,condition,snapshot_origin,phase_b_overlap,backend,planned_trial_id
full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,0,217775206,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/FULL_NOISE,LONG_CORRIDOR,1,1957656152,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/FULL_NOISE,LONG_CORRIDOR,1,1957656152,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m0/r4/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r0/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r1/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r2/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r3/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,1,1664898153,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/SCAN_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/MAP_NOISE_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/DROPOUT_ONLY,LONG_CORRIDOR,1,1957656152,1,1664898153,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/FULL_NOISE,LONG_CORRIDOR,1,1957656152,1,1664898153,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g1/m1/r4/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,true,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,true,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/SCAN_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/SCAN_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/MAP_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/MAP_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/DROPOUT_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/DROPOUT_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r0/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,true,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,true,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/SCAN_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/SCAN_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/MAP_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/MAP_NOISE_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/DROPOUT_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/DROPOUT_ONLY,LONG_CORRIDOR,2,1334931069,0,217775206,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r1/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/LONG_CORRIDOR/g2/m0/r2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
